id,video_path,frame_path_folder,label,type
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/010_005.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/010_005,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/011_805.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/011_805,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/012_026.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/012_026,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/013_883.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/013_883,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/014_790.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/014_790,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/015_790.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/015_919,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/016_209.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/016_209,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/017_803.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/017_803,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/018_019.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/018_019,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/019_018.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/019_018,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/020_344.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/020_344,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/021_312.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/021_312,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/022_489.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/022_489,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/023_923.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/023_923,1,val
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/024_073.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/024_073,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/025_067.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/025_067,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/026_012.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/026_012,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/027_009.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/027_009,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/028_068.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/028_068,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/029_048.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/029_048,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/030_193.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/030_193,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/031_163.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/031_163,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/032_944.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/032_944,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/033_097.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/033_097,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/034_590.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/034_590,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/035_036.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/035_036,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/036_035.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/036_035,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/037_072.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/037_072,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/038_125.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/038_125,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/039_058.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/039_058,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/040_997.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/040_997,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/041_063.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/041_063,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/042_084.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/042_084,1,val
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/043_110.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/043_110,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/044_945.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/044_945,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/045_889.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/045_889,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/046_904.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/046_904,1,val
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/047_862.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/047_862,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/048_029.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/048_029,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/049_946.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/049_946,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/050_059.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/050_059,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/051_332.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/051_332,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/052_108.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/052_108,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/053_095.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/053_095,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/054_071.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/054_071,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/055_147.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/055_147,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/056_996.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/056_996,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/057_070.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/057_070,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/058_039.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/058_039,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/059_050.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/059_050,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/060_088.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/060_088,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/061_080.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/061_080,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/062_066.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/062_066,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/063_041.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/063_041,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/064_991.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/064_991,1,val
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/065_089.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/065_089,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/066_062.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/066_062,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/067_025.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/067_025,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/068_028.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/068_028,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/069_961.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/069_961,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/070_057.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/070_057,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/071_054.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/071_054,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/072_037.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/072_037,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/073_024.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/073_024,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/074_825.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/074_825,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/075_977.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/075_977,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/076_079.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/076_079,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/077_100.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/077_100,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/078_955.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/078_955,1,test
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/079_076.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/079_076,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/080_061.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/080_061,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/081_087.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/081_087,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/082_103.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/082_103,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/083_213.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/083_213,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/084_042.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/084_042,1,val
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/085_124.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/085_124,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/086_090.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/086_090,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/087_081.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/087_081,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/088_060.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/088_060,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/089_065.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/089_065,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/090_086.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/090_086,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/091_116.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/091_116,1,val
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/092_098.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/092_098,1,train
Deepfakes,/media/NAS/DATASET/FaceForensics_Dec2020/FaceForensics++/video_data/data_c23/manipulated_sequences/Deepfakes/c23/videos/093_121.mp4,/media/NAS/DATASET/faceforensics++/Dec2020/v1face_data/data_raw/manipulated_sequences/Deepfakes/c23/v1faces/093_121,1,train
